Freeze,Bill Code,Contract Code,Job,Phase,Name,Shared Saving,Category,Phase Type,Type,Method,Current Cost Budget,Spent/Committed Against Base Contract,Spent/Committed Total,Actual Cost,Spent/Committed (In Scope),Complete %,Pending Internal PCI,Pending Internal PCI Cost To Complete,Pending External PCI Cost To Complete,Cost to Complete,Cost to Complete Override,Projected Cost Forecast,Projected Cost Forecast Override,Cost Variance,Pending CO,Pending CO (Incl. Risk),Projected Cost Budget,Spent/Committed (Pending CO),Cost To Complete (Pending CO),Proj Cost Forecast (Incl. Pending CO),Projected Cost Forecast (Incl Pending CO) Override,Cost Variance (Incl Pending CO),Current Bill Budget,Pending CO.1,Original Cost<br/> Budget Amount,Original Bill<br/> Budget Amount,Pending CO (Incl. Risk).1,Projected Bill Budget,Billed To Date,Revenue Forecast,Revenue Forecast Override,Revenue Variance,Adj Rev Forecast,Projected Profit,Current Period Cost,Previous Period Cost,Last Period  Forecast,Cost Forercast /<br>Variance,Current Period  Changes,Previous Period  Changes,Current Period  Commitments,Previous Period  Commitments,Shared Saving Amt,Profit Incl Shared Saving,Pending PCI including Risk (revenue),Pending PCI including Risk (Cost),WIP Projected cost forecast including Risk,WIP Projected cost forecast,WIP Revenue amount,WIP adjusted Revenue amount,Adj Rev Forecast <br/> Variance,Billed Budget Qty,Billed Completed Qty,Billed Remaining Qty,Billed Projected Qty,Input Budget Qty,Input Completed Qty,Input Remaining Qty,Input Projected Qty,Input WM Code,Output Budget Qty,Output Completed Qty,Output Remaining Qty,Output Projected Qty,Output WM Code,Committed Amount,Committed Remaining Amount,Spent Against Commitment Amount,Total Cost to Complete Amt,Notes
Y,IPCRP1-0000-0009-L,IPCRP1,IPCRP1,0000-0009,Helical Piles for 10th St Sewer (VECP No. 02),N,L,,UNIT,P,0.0,1287.91,1287.91,1287.91,1287.91,100.0,0,0,0,0.0,Y,1287.91,Y,-1287.91,0,0,0.0,0,0,1287.91,Y,-1287.91,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-1287.91,0.0,-90617.96,20000.0,18712.09,0.0,0,0.0,0.0,0,-1287.91,0,0,1287.91,1287.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,38620.0,0.0,38620.0,38620.0,LF,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0009-M,IPCRP1,IPCRP1,0000-0009,Helical Piles for 10th St Sewer (VECP No. 02),N,M,,UNIT,U,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,38620.0,0.0,38620.0,38620.0,LF,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0009-S,IPCRP1,IPCRP1,0000-0009,Helical Piles for 10th St Sewer (VECP No. 02),N,S,,UNIT,A,0.0,6480.0,6480.0,6480.0,6480.0,100.0,0,0,0,0.0,N,6480.0,N,-6480.0,0,0,0.0,0,0,6480.0,N,-6480.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-6480.0,0.0,6480.0,6480.0,0.0,0.0,0,0.0,0.0,0,-6480.0,0,0,6480.0,6480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,-54.0,0.0,,38620.0,0.0,38620.0,38620.0,LF,0.0,-6480.0,6480.0,0.0,
Y,IPCRP1-0000-0010-L,IPCRP1,IPCRP1,0000-0010,VECP No 1. Sewer Foundation Redesign and Const Sav,N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,0.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0010-R,IPCRP1,IPCRP1,0000-0010,VECP No 1. Sewer Foundation Redesign and Const Sav,N,R,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,N,0.0,N,0.0,0,0,0.0,0,0,0.0,N,0.0,9091149.43,0,0.0,0.0,0,9091149.43,0.0,18182298.86,N,-9091149.43,18182298.86,18182298.86,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,18182298.86,0,0,0.0,0.0,18182298.86,18182298.86,-9091149.43,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,LS,0.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0015-L,IPCRP1,IPCRP1,0000-0015,SBS Boring Sub – Aquifer Drilling & Testing (ADT),N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,1.0,0.0,1.0,1.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0015-S,IPCRP1,IPCRP1,0000-0015,SBS Boring Sub – Aquifer Drilling & Testing (ADT),N,S,,UNIT,A,0.0,1221700.0,1221700.0,0.0,1221700.0,0.0,0,0,0,0.0,Y,1221700.0,Y,-1221700.0,0,0,0.0,0,0,1221700.0,Y,-1221700.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-1221700.0,0.0,0.0,1221700.0,0.0,0.0,0,0.0,0.0,0,-1221700.0,0,0,1221700.0,1221700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,LS,1221700.0,1221700.0,0.0,0.0,This is a CO
Y,IPCRP1-0000-0016-C,IPCRP1,IPCRP1,0000-0016,SBS Boring Sub – Support,N,C,,UNIT,U,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0000-0016-E,IPCRP1,IPCRP1,0000-0016,SBS Boring Sub – Support,N,E,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7500.0,Y,7500.0,Y,-7500.0,0,0,0.0,0,0,7500.0,Y,-7500.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-7500.0,0.0,0.0,7500.0,0.0,0.0,0,0.0,0.0,0,-7500.0,0,0,7500.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,LS,0.0,0.0,0.0,7500.0,
Y,IPCRP1-0000-0016-L,IPCRP1,IPCRP1,0000-0016,SBS Boring Sub – Support,N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,200000.47,Y,200000.47,Y,-200000.47,0,0,0.0,0,0,200000.47,Y,-200000.47,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-200000.47,0.0,0.0,200000.47,0.0,0.0,0,0.0,0.0,0,-200000.47,0,0,200000.47,200000.47,0.0,0.0,0.0,0.0,0.0,1840.1,1840.1,0.0,0.0,1840.1,1840.1,HR,1.0,0.0,1.0,1.0,LS,0.0,0.0,0.0,200000.47,This is a CO
Y,IPCRP1-0000-0016-S,IPCRP1,IPCRP1,0000-0016,SBS Boring Sub – Support,N,S,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,37800.0,Y,37800.0,Y,-37800.0,0,0,0.0,0,0,37800.0,Y,-37800.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-37800.0,0.0,0.0,37800.0,0.0,0.0,0,0.0,0.0,0,-37800.0,0,0,37800.0,37800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,LS,0.0,0.0,0.0,37800.0,
Y,IPCRP1-0000-0020-L,IPCRP1,IPCRP1,0000-0020,"FDR Settlement, Testing & Replacement",N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26000.0,Y,26000.0,Y,-26000.0,0,0,0.0,0,0,26000.0,Y,-26000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-26000.0,0.0,0.0,26000.0,0.0,0.0,0,0.0,0.0,0,-26000.0,0,0,26000.0,26000.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,200.0,200.0,HR,1.0,0.0,1.0,1.0,LS,0.0,0.0,0.0,26000.0,
Y,IPCRP1-0000-0020-S,IPCRP1,IPCRP1,0000-0020,"FDR Settlement, Testing & Replacement",N,S,,UNIT,A,0.0,54300.0,54300.0,0.0,54300.0,0.0,0,0,0,5700.0,Y,60000.0,Y,-60000.0,0,0,0.0,0,0,60000.0,Y,-60000.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-60000.0,0.0,0.0,60000.0,0.0,0.0,0,0.0,54300.0,0,-60000.0,0,0,60000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,LS,54300.0,54300.0,0.0,5700.0,
Y,IPCRP1-0000-0025-S,IPCRP1,IPCRP1,0000-0025,Carbon Fiber work in Reach A/B - Sub (CTI),N,S,,UNIT,A,0.0,3814651.5,3814651.5,0.0,3814651.5,0.0,0,0,0,150484.66,Y,3965136.16,Y,-3965136.16,0,0,0.0,0,0,3965136.16,Y,-3965136.16,0.0,0,-3965136.16,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-3965136.16,0.0,0.0,0.0,-3965136.16,3965136.16,0,3814651.5,0.0,0,-3965136.16,0,0,3965136.16,3965136.16,0.0,0.0,0.0,0.0,0.0,550.0,550.0,0.0,0.0,550.0,550.0,,0.0,0.0,0.0,0.0,LF,3814651.5,3814651.5,0.0,150484.66,
Y,IPCRP1-0000-0026-L,IPCRP1,IPCRP1,0000-0026,Carbon Fiber work in Reach A/B - Support,N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,93426.4,Y,93426.4,Y,-93426.4,0,0,0.0,0,0,93426.4,Y,-93426.4,0.0,0,-93426.4,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-93426.4,0.0,0.0,0.0,-93426.4,93426.4,0,0.0,0.0,0,-93426.4,0,0,93426.4,93426.4,0.0,0.0,0.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,SH,0.0,0.0,0.0,93426.4,
Y,IPCRP1-0000-0026-S,IPCRP1,IPCRP1,0000-0026,Carbon Fiber work in Reach A/B - Support,N,S,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12712.6,Y,12712.6,Y,-12712.6,0,0,0.0,0,0,12712.6,Y,-12712.6,0.0,0,-12712.6,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-12712.6,0.0,0.0,0.0,-12712.6,12712.6,0,0.0,0.0,0,-12712.6,0,0,12712.6,12712.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,SH,0.0,0.0,0.0,12712.6,
Y,IPCRP1-0000-0027-C,IPCRP1,IPCRP1,0000-0027,Carbon Fiber work in Reach A/B - Exc & Sheet,N,C,,UNIT,U,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,304481.93,Y,304481.93,Y,-304481.93,0,0,0.0,0,0,304481.93,Y,-304481.93,0.0,0,-304481.93,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-304481.93,0.0,0.0,0.0,-304481.93,304481.93,0,0.0,0.0,0,-304481.93,0,0,304481.93,304481.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,LF,0.0,0.0,0.0,304481.93,
Y,IPCRP1-0000-0027-L,IPCRP1,IPCRP1,0000-0027,Carbon Fiber work in Reach A/B - Exc & Sheet,N,L,,UNIT,P,0.0,7293.27,7293.27,7293.27,7293.27,1.0749462259376381,0,0,0,671184.39,Y,678477.66,Y,-678477.66,0,0,0.0,0,0,678477.66,Y,-678477.66,0.0,0,-678477.66,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-678477.66,7293.27,0.0,0.0,-678477.66,678477.66,0,0.0,0.0,0,-678477.66,0,0,678477.66,678477.66,0.0,0.0,0.0,4128.0,0.0,0.0,0.0,0.0,59.0,-59.0,0.0,,0.0,0.0,0.0,0.0,LF,0.0,0.0,0.0,671184.39,
Y,IPCRP1-0000-0027-S,IPCRP1,IPCRP1,0000-0027,Carbon Fiber work in Reach A/B - Exc & Sheet,N,S,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52007.2,Y,52007.2,Y,-52007.2,0,0,0.0,0,0,52007.2,Y,-52007.2,0.0,0,-52007.2,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-52007.2,0.0,0.0,0.0,-52007.2,52007.2,0,0.0,0.0,0,-52007.2,0,0,52007.2,52007.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,LF,0.0,0.0,0.0,52007.2,
Y,IPCRP1-0000-0028-L,IPCRP1,IPCRP1,0000-0028,Carbon Fiber work in Reach A/B - Backfill & Pull,N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,369424.42,Y,369424.42,Y,-369424.42,0,0,0.0,0,0,369424.42,Y,-369424.42,0.0,0,-369424.42,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-369424.42,0.0,0.0,0.0,-369424.42,369424.42,0,0.0,0.0,0,-369424.42,0,0,369424.42,369424.42,0.0,0.0,0.0,2280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,LF,0.0,0.0,0.0,369424.42,
Y,IPCRP1-0000-0028-S,IPCRP1,IPCRP1,0000-0028,Carbon Fiber work in Reach A/B - Backfill & Pull,N,S,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,32648.8,Y,32648.8,Y,-32648.8,0,0,0.0,0,0,32648.8,Y,-32648.8,0.0,0,-32648.8,0.0,0,0.0,0.0,0.0,N,0.0,0.0,-32648.8,0.0,0.0,0.0,-32648.8,32648.8,0,0.0,0.0,0,-32648.8,0,0,32648.8,32648.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,LF,0.0,0.0,0.0,32648.8,
Y,IPCRP1-0001-0000-L,IPCRP1,IPCRP1,0001-0000,REM EX SUPERSTRUCT # 1 (DELANCY ST),N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,0.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0001-0000-R,IPCRP1,IPCRP1,0001-0000,REM EX SUPERSTRUCT # 1 (DELANCY ST),N,R,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,5000000.0,0,0.0,5000000.0,0,5000000.0,4600000.0,0.0,N,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,5000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0001-0000-S,IPCRP1,IPCRP1,0001-0000,REM EX SUPERSTRUCT # 1 (DELANCY ST),N,S,,UNIT,A,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,N,0.0,N,0.0,0,0,0.0,0,0,0.0,N,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0002-0000-L,IPCRP1,IPCRP1,0002-0000,REM EX SUPERSTRUCT # 2 (E 10TH ST),N,L,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HR,0.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
Y,IPCRP1-0002-0000-R,IPCRP1,IPCRP1,0002-0000,REM EX SUPERSTRUCT # 2 (E 10TH ST),N,R,,UNIT,P,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,Y,0.0,Y,0.0,0,0,0.0,0,0,0.0,Y,0.0,5000000.0,0,0.0,5000000.0,0,5000000.0,0.0,0.0,N,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,5000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,LS,0.0,0.0,0.0,0.0,
